customer_id,name,gender,age,occupation,income,region,branch,balance,credit_score,customer_since,email,phone,is_active,risk_level,churn_score,clv_score,segment
CUST98164,Customer Name 164,Female,61.0,Student,135541.63,South,Mall Road,14580.88,710,2024-04-15,cust164@email.com,+1-555-0164,1,High,0.0,0.0,Regular
CUST98165,Customer Name 165,Female,33.0,Government,112557.26,Central,City Center,103000.77,317,2021-10-15,cust165@email.com,+1-555-0165,1,High,0.0,0.0,Regular
CUST98166,Customer Name 166,Female,49.0,Professional,113116.35,East,Airport Road,188165.11,666,2021-06-15,cust166@email.com,+1-555-0166,1,Medium,0.0,0.0,Regular
CUST98167,Customer Name 167,Female,60.0,Retired,138078.34,East,City Center,35742.91,569,2020-12-15,cust167@email.com,+1-555-0167,1,Low,0.0,0.0,Regular
CUST98168,Customer Name 168,Male,58.0,Retired,66527.12,West,City Center,92432.39,429,2024-06-15,cust168@email.com,+1-555-0168,1,Low,0.0,0.0,Regular
CUST98169,Customer Name 169,Male,33.0,Government,138586.57,West,Station Area,18333.41,396,2020-11-15,cust169@email.com,+1-555-0169,1,High,0.0,0.0,Regular
CUST98170,Customer Name 170,Female,43.0,Government,82225.2,North,Station Area,172987.05,547,2020-06-15,cust170@email.com,+1-555-0170,1,Low,0.0,0.0,Regular
CUST98171,Customer Name 171,Female,71.0,Professional,24078.48,South,Mall Road,82206.19,457,2021-04-15,cust171@email.com,+1-555-0171,1,Medium,0.0,0.0,Regular
CUST98172,Customer Name 172,Female,27.0,Retired,111616.11,North,City Center,114563.04,765,2021-09-15,cust172@email.com,+1-555-0172,1,High,0.0,0.0,Regular
CUST98173,Customer Name 173,Male,39.0,Self-Employed,36004.11,South,Tech Park,199125.12,825,2020-08-15,cust173@email.com,+1-555-0173,1,High,0.0,0.0,Regular
CUST98174,Customer Name 174,Female,59.0,Self-Employed,23157.08,East,Tech Park,123297.01,744,2022-08-15,cust174@email.com,+1-555-0174,1,Medium,0.0,0.0,Regular
CUST98175,Customer Name 175,Female,28.0,Unemployed,60829.32,West,Mall Road,199482.86,740,2022-04-15,cust175@email.com,+1-555-0175,1,High,0.0,0.0,Regular
CUST98176,Customer Name 176,Female,70.0,Unemployed,93597.83,Central,Mall Road,157283.28,552,2022-05-15,cust176@email.com,+1-555-0176,1,Low,0.0,0.0,Regular
CUST98177,Customer Name 177,Male,34.0,Government,130334.47,West,Station Area,35178.34,429,2023-08-15,cust177@email.com,+1-555-0177,1,Low,0.0,0.0,Regular
CUST98178,Customer Name 178,Female,69.0,Self-Employed,31195.46,Central,Station Area,85758.74,825,2021-06-15,cust178@email.com,+1-555-0178,1,High,0.0,0.0,Regular
CUST98179,Customer Name 179,Female,43.0,Self-Employed,85159.6,South,Mall Road,180343.3,603,2022-07-15,cust179@email.com,+1-555-0179,1,Medium,0.0,0.0,Regular
CUST98180,Customer Name 180,Male,22.0,Retired,140390.04,West,Mall Road,31400.96,570,2023-05-15,cust180@email.com,+1-555-0180,1,Medium,0.0,0.0,Regular
CUST98181,Customer Name 181,Male,53.0,Student,141542.58,East,Airport Road,113352.1,603,2024-03-15,cust181@email.com,+1-555-0181,1,Low,0.0,0.0,Regular
CUST98182,Customer Name 182,Male,69.0,Retired,60063.39,North,Tech Park,78734.75,352,2020-06-15,cust182@email.com,+1-555-0182,1,High,0.0,0.0,Regular
CUST98183,Customer Name 183,Female,44.0,Professional,83426.6,West,Tech Park,162416.2,819,2023-11-15,cust183@email.com,+1-555-0183,1,Low,0.0,0.0,Regular
CUST98184,Customer Name 184,Male,30.0,Professional,81431.87,South,Tech Park,172123.67,809,2024-03-15,cust184@email.com,+1-555-0184,1,Low,0.0,0.0,Regular
CUST98185,Customer Name 185,Female,40.0,Student,58849.06,Central,Mall Road,157360.0,715,2022-10-15,cust185@email.com,+1-555-0185,1,Medium,0.0,0.0,Regular
CUST98186,Customer Name 186,Female,56.0,Self-Employed,120808.01,North,City Center,8318.44,602,2023-09-15,cust186@email.com,+1-555-0186,1,Medium,0.0,0.0,Regular
CUST98187,Customer Name 187,Female,21.0,Unemployed,125266.41,East,Tech Park,71840.42,845,2024-02-15,cust187@email.com,+1-555-0187,1,High,0.0,0.0,Regular
CUST98188,Customer Name 188,Female,25.0,Self-Employed,89164.64,West,Mall Road,24832.55,727,2022-12-15,cust188@email.com,+1-555-0188,1,Medium,0.0,0.0,Regular
CUST98189,Customer Name 189,Male,52.0,Retired,105834.4,East,City Center,59397.0,725,2023-03-15,cust189@email.com,+1-555-0189,1,Low,0.0,0.0,Regular
CUST98190,Customer Name 190,Male,54.0,Self-Employed,142042.76,East,Airport Road,23156.82,660,2023-04-15,cust190@email.com,+1-555-0190,1,Low,0.0,0.0,Regular
CUST98191,Customer Name 191,Female,55.0,Student,64434.44,Central,Airport Road,52430.91,324,2021-02-15,cust191@email.com,+1-555-0191,1,Low,0.0,0.0,Regular
CUST98192,Customer Name 192,Female,38.0,Self-Employed,79070.29,Central,City Center,181372.7,479,2020-12-15,cust192@email.com,+1-555-0192,1,Medium,0.0,0.0,Regular
CUST98193,Customer Name 193,Male,51.0,Retired,10703.42,South,Airport Road,33891.45,546,2022-03-15,cust193@email.com,+1-555-0193,1,High,0.0,0.0,Regular
CUST98194,Customer Name 194,Female,62.0,Unemployed,119326.23,West,Airport Road,198109.87,741,2023-02-15,cust194@email.com,+1-555-0194,1,Low,0.0,0.0,Regular
CUST98195,Customer Name 195,Male,56.0,Unemployed,49378.32,South,Mall Road,176584.72,342,2020-10-15,cust195@email.com,+1-555-0195,1,Medium,0.0,0.0,Regular
CUST98196,Customer Name 196,Male,38.0,Unemployed,142236.45,Central,Mall Road,48399.08,815,2023-08-15,cust196@email.com,+1-555-0196,1,High,0.0,0.0,Regular
CUST98197,Customer Name 197,Female,75.0,Unemployed,87203.92,Central,Station Area,42658.61,490,2022-08-15,cust197@email.com,+1-555-0197,1,High,0.0,0.0,Regular
CUST98198,Customer Name 198,Female,39.0,Professional,54089.54,West,Mall Road,108530.23,544,2020-09-15,cust198@email.com,+1-555-0198,1,High,0.0,0.0,Regular
CUST98199,Customer Name 199,Male,56.0,Self-Employed,131063.84,West,City Center,48761.61,581,2020-11-15,cust199@email.com,+1-555-0199,1,Medium,0.0,0.0,Regular
CUST98200,Customer Name 200,Male,54.0,Self-Employed,63445.38,South,Station Area,82370.66,396,2020-10-15,cust200@email.com,+1-555-0200,1,Low,0.0,0.0,Regular
CUST98201,Customer Name 201,Female,77.0,Self-Employed,110028.63,West,Airport Road,125993.6,525,2021-08-15,cust201@email.com,+1-555-0201,1,High,0.0,0.0,Regular
CUST98202,Customer Name 202,Male,31.0,Retired,52558.23,South,Airport Road,150804.75,471,2024-03-15,cust202@email.com,+1-555-0202,1,High,0.0,0.0,Regular
CUST98203,Customer Name 203,Female,60.0,Unemployed,37313.32,East,Station Area,144143.18,795,2024-10-15,cust203@email.com,+1-555-0203,1,Medium,0.0,0.0,Regular
CUST98204,Customer Name 204,Female,75.0,Retired,35940.66,Central,Station Area,177896.23,689,2021-11-15,cust204@email.com,+1-555-0204,1,Low,0.0,0.0,Regular
CUST98205,Customer Name 205,Male,49.0,Unemployed,22882.04,North,Airport Road,132118.84,300,2024-06-15,cust205@email.com,+1-555-0205,1,High,0.0,0.0,Regular
CUST98206,Customer Name 206,Male,59.0,Student,41456.08,West,City Center,22957.45,617,2024-10-15,cust206@email.com,+1-555-0206,1,Medium,0.0,0.0,Regular
CUST98207,Customer Name 207,Male,41.0,Student,130660.99,Central,City Center,514.46,659,2024-11-15,cust207@email.com,+1-555-0207,1,High,0.0,0.0,Regular
CUST98208,Customer Name 208,Male,49.0,Unemployed,112576.24,Central,Mall Road,44533.58,331,2022-03-15,cust208@email.com,+1-555-0208,1,Low,0.0,0.0,Regular
CUST98209,Customer Name 209,Male,54.0,Retired,121670.16,West,City Center,101153.41,318,2022-08-15,cust209@email.com,+1-555-0209,1,Medium,0.0,0.0,Regular
CUST98210,Customer Name 210,Female,80.0,Retired,136174.68,West,City Center,28155.74,618,2022-03-15,cust210@email.com,+1-555-0210,1,High,0.0,0.0,Regular
CUST98211,Customer Name 211,Male,73.0,Retired,112948.9,South,Airport Road,90712.78,723,2022-11-15,cust211@email.com,+1-555-0211,1,Low,0.0,0.0,Regular
CUST98212,Customer Name 212,Male,63.0,Unemployed,136100.4,North,Station Area,144745.13,771,2024-09-15,cust212@email.com,+1-555-0212,1,High,0.0,0.0,Regular
CUST98213,Customer Name 213,Male,72.0,Student,130125.62,East,City Center,120509.07,494,2021-05-15,cust213@email.com,+1-555-0213,1,Low,0.0,0.0,Regular
CUST98214,Customer Name 214,Male,61.0,Retired,72851.15,Central,Airport Road,49444.4,304,2021-12-15,cust214@email.com,+1-555-0214,1,Medium,0.0,0.0,Regular
CUST98215,Customer Name 215,Female,63.0,Student,64269.79,South,Mall Road,114285.52,704,2024-10-15,cust215@email.com,+1-555-0215,1,Medium,0.0,0.0,Regular
CUST98216,Customer Name 216,Female,55.0,Student,134614.74,South,Tech Park,90391.89,734,2023-06-15,cust216@email.com,+1-555-0216,1,Low,0.0,0.0,Regular
CUST98217,Customer Name 217,Male,36.0,Self-Employed,63127.17,North,Mall Road,8223.97,606,2022-12-15,cust217@email.com,+1-555-0217,1,Medium,0.0,0.0,Regular
CUST98218,Customer Name 218,Female,26.0,Retired,55550.84,South,City Center,30567.38,640,2023-08-15,cust218@email.com,+1-555-0218,1,Medium,0.0,0.0,Regular
CUST98219,Customer Name 219,Male,51.0,Retired,48896.76,East,Tech Park,13114.35,633,2023-12-15,cust219@email.com,+1-555-0219,1,Low,0.0,0.0,Regular
CUST98220,Customer Name 220,Male,52.0,Student,80940.37,North,Airport Road,169621.71,780,2023-12-15,cust220@email.com,+1-555-0220,1,Low,0.0,0.0,Regular
CUST98221,Customer Name 221,Male,18.0,Government,129028.6,South,City Center,56199.81,648,2023-07-15,cust221@email.com,+1-555-0221,1,Medium,0.0,0.0,Regular
CUST98222,Customer Name 222,Female,70.0,Self-Employed,115017.04,East,Mall Road,51188.05,613,2022-12-15,cust222@email.com,+1-555-0222,1,High,0.0,0.0,Regular
CUST98223,Customer Name 223,Male,38.0,Government,138889.0,Central,Airport Road,177612.21,492,2023-09-15,cust223@email.com,+1-555-0223,1,Medium,0.0,0.0,Regular
CUST98224,Customer Name 224,Female,44.0,Government,140821.02,West,Airport Road,150837.25,539,2022-08-15,cust224@email.com,+1-555-0224,1,Medium,0.0,0.0,Regular
CUST98225,Customer Name 225,Female,53.0,Retired,149769.45,West,Tech Park,43863.78,546,2020-02-15,cust225@email.com,+1-555-0225,1,Low,0.0,0.0,Regular
CUST98226,Customer Name 226,Female,21.0,Student,148799.76,North,City Center,151211.82,632,2022-12-15,cust226@email.com,+1-555-0226,1,Medium,0.0,0.0,Regular
CUST98227,Customer Name 227,Female,41.0,Government,48924.61,South,Airport Road,167596.12,338,2024-09-15,cust227@email.com,+1-555-0227,1,Low,0.0,0.0,Regular
CUST98228,Customer Name 228,Male,80.0,Unemployed,101500.38,North,Station Area,178732.29,599,2021-10-15,cust228@email.com,+1-555-0228,1,Low,0.0,0.0,Regular
CUST98229,Customer Name 229,Female,77.0,Self-Employed,13044.78,East,Tech Park,49198.35,327,2022-10-15,cust229@email.com,+1-555-0229,1,Low,0.0,0.0,Regular
CUST98230,Customer Name 230,Male,76.0,Self-Employed,130791.07,North,City Center,59740.57,382,2022-12-15,cust230@email.com,+1-555-0230,1,High,0.0,0.0,Regular
CUST98231,Customer Name 231,Male,47.0,Student,147229.67,Central,Mall Road,10959.48,572,2024-06-15,cust231@email.com,+1-555-0231,1,High,0.0,0.0,Regular
CUST98232,Customer Name 232,Male,74.0,Self-Employed,45498.67,Central,Airport Road,82718.1,539,2021-02-15,cust232@email.com,+1-555-0232,1,Low,0.0,0.0,Regular
CUST98233,Customer Name 233,Male,42.0,Self-Employed,35991.19,West,Airport Road,67202.53,338,2024-01-15,cust233@email.com,+1-555-0233,1,Low,0.0,0.0,Regular
CUST98234,Customer Name 234,Female,76.0,Retired,144071.97,Central,City Center,45380.35,681,2021-06-15,cust234@email.com,+1-555-0234,1,High,0.0,0.0,Regular
CUST98235,Customer Name 235,Male,42.0,Retired,103542.28,East,Station Area,92701.85,678,2020-04-15,cust235@email.com,+1-555-0235,1,High,0.0,0.0,Regular
CUST98236,Customer Name 236,Male,59.0,Professional,78998.1,North,City Center,43832.81,662,2024-05-15,cust236@email.com,+1-555-0236,1,High,0.0,0.0,Regular
CUST98237,Customer Name 237,Male,78.0,Professional,89539.47,Central,Mall Road,108423.44,712,2022-06-15,cust237@email.com,+1-555-0237,1,Medium,0.0,0.0,Regular
CUST98238,Customer Name 238,Male,80.0,Student,126163.42,Central,City Center,186175.43,425,2022-05-15,cust238@email.com,+1-555-0238,1,High,0.0,0.0,Regular
CUST98239,Customer Name 239,Female,51.0,Unemployed,54445.37,North,Station Area,70874.51,617,2021-01-15,cust239@email.com,+1-555-0239,1,Low,0.0,0.0,Regular
CUST98240,Customer Name 240,Male,58.0,Retired,43429.86,West,Airport Road,31766.65,632,2022-06-15,cust240@email.com,+1-555-0240,1,Low,0.0,0.0,Regular
CUST98241,Customer Name 241,Male,67.0,Student,77920.25,West,Airport Road,134863.1,486,2020-02-15,cust241@email.com,+1-555-0241,1,Low,0.0,0.0,Regular
CUST98242,Customer Name 242,Male,37.0,Student,142186.35,East,Station Area,94365.28,811,2023-10-15,cust242@email.com,+1-555-0242,1,Medium,0.0,0.0,Regular
CUST98243,Customer Name 243,Male,51.0,Student,84334.82,East,Mall Road,98965.39,601,2020-04-15,cust243@email.com,+1-555-0243,1,High,0.0,0.0,Regular
CUST98244,Customer Name 244,Male,22.0,Student,82637.33,East,City Center,90750.83,766,2022-12-15,cust244@email.com,+1-555-0244,1,Medium,0.0,0.0,Regular
CUST98245,Customer Name 245,Male,18.0,Government,28835.39,North,City Center,129909.92,656,2021-07-15,cust245@email.com,+1-555-0245,1,Medium,0.0,0.0,Regular
CUST98246,Customer Name 246,Female,23.0,Retired,63258.46,West,Station Area,55143.75,814,2023-10-15,cust246@email.com,+1-555-0246,1,Low,0.0,0.0,Regular
CUST98247,Customer Name 247,Female,51.0,Self-Employed,129874.1,South,Station Area,7916.72,414,2021-10-15,cust247@email.com,+1-555-0247,1,Low,0.0,0.0,Regular
CUST98248,Customer Name 248,Male,42.0,Government,117448.54,North,Tech Park,44606.35,534,2023-02-15,cust248@email.com,+1-555-0248,1,Medium,0.0,0.0,Regular
CUST98249,Customer Name 249,Male,56.0,Self-Employed,121437.77,South,Station Area,50628.09,559,2024-07-15,cust249@email.com,+1-555-0249,1,Medium,0.0,0.0,Regular
CUST98250,Customer Name 250,Female,59.0,Student,56280.45,East,Tech Park,152625.31,488,2022-03-15,cust250@email.com,+1-555-0250,1,High,0.0,0.0,Regular
CUST98251,Customer Name 251,Female,52.0,Professional,29720.95,South,Tech Park,181640.91,586,2021-08-15,cust251@email.com,+1-555-0251,1,Low,0.0,0.0,Regular
CUST98252,Customer Name 252,Male,22.0,Unemployed,142336.68,East,Station Area,100691.02,586,2024-08-15,cust252@email.com,+1-555-0252,1,High,0.0,0.0,Regular
CUST98253,Customer Name 253,Male,54.0,Unemployed,122511.34,South,City Center,28471.42,434,2024-01-15,cust253@email.com,+1-555-0253,1,High,0.0,0.0,Regular
CUST98254,Customer Name 254,Female,42.0,Professional,93967.77,South,City Center,105796.66,534,2020-01-15,cust254@email.com,+1-555-0254,1,High,0.0,0.0,Regular
CUST98255,Customer Name 255,Female,59.0,Student,112268.34,West,Station Area,162733.77,740,2023-05-15,cust255@email.com,+1-555-0255,1,Low,0.0,0.0,Regular
CUST98256,Customer Name 256,Female,60.0,Unemployed,45475.62,West,Tech Park,191699.86,529,2021-06-15,cust256@email.com,+1-555-0256,1,High,0.0,0.0,Regular
CUST98257,Customer Name 257,Male,52.0,Self-Employed,90518.43,South,Station Area,27330.67,454,2022-12-15,cust257@email.com,+1-555-0257,1,Medium,0.0,0.0,Regular
CUST98258,Customer Name 258,Female,18.0,Government,72138.1,North,Mall Road,100223.83,363,2023-01-15,cust258@email.com,+1-555-0258,1,High,0.0,0.0,Regular
CUST98259,Customer Name 259,Male,48.0,Retired,29325.02,North,Tech Park,142026.32,312,2024-11-15,cust259@email.com,+1-555-0259,1,High,0.0,0.0,Regular
CUST98260,Customer Name 260,Female,21.0,Retired,123320.27,North,Mall Road,196115.95,810,2020-02-15,cust260@email.com,+1-555-0260,1,Medium,0.0,0.0,Regular
CUST98261,Customer Name 261,Male,66.0,Government,25071.45,East,Station Area,85927.25,310,2020-02-15,cust261@email.com,+1-555-0261,1,Low,0.0,0.0,Regular
CUST98262,Customer Name 262,Male,61.0,Government,55531.26,South,Mall Road,24449.91,560,2020-09-15,cust262@email.com,+1-555-0262,1,Low,0.0,0.0,Regular
CUST98263,Customer Name 263,Male,73.0,Unemployed,69914.78,West,City Center,152425.65,414,2024-11-15,cust263@email.com,+1-555-0263,1,High,0.0,0.0,Regular
CUST98264,Customer Name 264,Male,77.0,Unemployed,55775.23,South,Station Area,121975.43,544,2023-06-15,cust264@email.com,+1-555-0264,1,High,0.0,0.0,Regular
CUST98265,Customer Name 265,Male,74.0,Government,74388.15,North,City Center,87175.54,373,2021-08-15,cust265@email.com,+1-555-0265,1,Medium,0.0,0.0,Regular
CUST98266,Customer Name 266,Female,23.0,Retired,28297.9,North,City Center,163134.27,457,2020-02-15,cust266@email.com,+1-555-0266,1,High,0.0,0.0,Regular
CUST98267,Customer Name 267,Male,42.0,Self-Employed,86525.61,North,Airport Road,83040.92,730,2020-06-15,cust267@email.com,+1-555-0267,1,Low,0.0,0.0,Regular
CUST98268,Customer Name 268,Female,34.0,Self-Employed,73623.77,West,City Center,88625.47,311,2023-04-15,cust268@email.com,+1-555-0268,1,High,0.0,0.0,Regular
CUST98269,Customer Name 269,Male,69.0,Professional,24933.74,South,Mall Road,109588.22,399,2023-01-15,cust269@email.com,+1-555-0269,1,Medium,0.0,0.0,Regular
CUST98270,Customer Name 270,Male,59.0,Unemployed,121900.28,East,Airport Road,171987.06,365,2021-04-15,cust270@email.com,+1-555-0270,1,High,0.0,0.0,Regular
CUST98271,Customer Name 271,Female,46.0,Self-Employed,129522.97,East,Mall Road,132728.97,616,2020-11-15,cust271@email.com,+1-555-0271,1,High,0.0,0.0,Regular
CUST98272,Customer Name 272,Female,48.0,Retired,61908.15,West,Tech Park,60541.0,700,2024-05-15,cust272@email.com,+1-555-0272,1,High,0.0,0.0,Regular
CUST98273,Customer Name 273,Male,46.0,Government,139779.4,North,Mall Road,22895.95,689,2023-09-15,cust273@email.com,+1-555-0273,1,Medium,0.0,0.0,Regular
CUST98274,Customer Name 274,Male,62.0,Government,37738.26,East,Station Area,145422.03,417,2020-10-15,cust274@email.com,+1-555-0274,1,Low,0.0,0.0,Regular
CUST98275,Customer Name 275,Female,35.0,Unemployed,29294.61,Central,Airport Road,144997.98,410,2022-05-15,cust275@email.com,+1-555-0275,1,Medium,0.0,0.0,Regular
CUST98276,Customer Name 276,Female,79.0,Retired,57579.24,North,Tech Park,92806.27,593,2021-03-15,cust276@email.com,+1-555-0276,1,High,0.0,0.0,Regular
CUST98277,Customer Name 277,Male,53.0,Government,129487.98,North,Tech Park,99640.24,824,2020-09-15,cust277@email.com,+1-555-0277,1,Low,0.0,0.0,Regular
CUST98278,Customer Name 278,Female,55.0,Self-Employed,89832.22,Central,Airport Road,137974.44,485,2022-08-15,cust278@email.com,+1-555-0278,1,Medium,0.0,0.0,Regular
CUST98279,Customer Name 279,Male,63.0,Government,130037.95,West,City Center,89466.46,738,2024-02-15,cust279@email.com,+1-555-0279,1,Low,0.0,0.0,Regular
CUST98280,Customer Name 280,Male,51.0,Student,112108.82,West,Mall Road,126561.67,385,2023-01-15,cust280@email.com,+1-555-0280,1,Medium,0.0,0.0,Regular
CUST98281,Customer Name 281,Female,30.0,Retired,108998.32,West,Airport Road,60077.93,603,2022-09-15,cust281@email.com,+1-555-0281,1,Low,0.0,0.0,Regular
CUST98282,Customer Name 282,Male,63.0,Professional,68164.49,South,Tech Park,8203.13,515,2021-06-15,cust282@email.com,+1-555-0282,1,High,0.0,0.0,Regular
CUST98283,Customer Name 283,Male,32.0,Self-Employed,85713.18,East,Tech Park,150005.71,460,2022-01-15,cust283@email.com,+1-555-0283,1,High,0.0,0.0,Regular
CUST98284,Customer Name 284,Female,63.0,Unemployed,47820.21,Central,City Center,90242.7,791,2022-03-15,cust284@email.com,+1-555-0284,1,Medium,0.0,0.0,Regular
CUST98285,Customer Name 285,Male,27.0,Self-Employed,22488.34,West,Airport Road,87995.33,746,2020-04-15,cust285@email.com,+1-555-0285,1,Low,0.0,0.0,Regular
CUST98286,Customer Name 286,Male,70.0,Student,140094.94,West,City Center,134270.02,673,2024-09-15,cust286@email.com,+1-555-0286,1,Low,0.0,0.0,Regular
CUST98287,Customer Name 287,Male,77.0,Government,135379.53,West,Station Area,100005.14,396,2020-08-15,cust287@email.com,+1-555-0287,1,High,0.0,0.0,Regular
CUST98288,Customer Name 288,Female,28.0,Unemployed,96601.92,Central,Mall Road,163978.21,744,2024-12-15,cust288@email.com,+1-555-0288,1,Medium,0.0,0.0,Regular
CUST98289,Customer Name 289,Male,78.0,Retired,130649.24,West,Airport Road,187034.22,754,2024-08-15,cust289@email.com,+1-555-0289,1,Low,0.0,0.0,Regular
CUST98290,Customer Name 290,Male,55.0,Self-Employed,52783.11,Central,Mall Road,102638.84,326,2023-07-15,cust290@email.com,+1-555-0290,1,Medium,0.0,0.0,Regular
CUST98291,Customer Name 291,Female,65.0,Retired,13496.33,North,City Center,122562.53,704,2023-06-15,cust291@email.com,+1-555-0291,1,Medium,0.0,0.0,Regular
CUST98292,Customer Name 292,Male,79.0,Student,66279.03,North,Station Area,2514.72,321,2024-12-15,cust292@email.com,+1-555-0292,1,Low,0.0,0.0,Regular
CUST98293,Customer Name 293,Female,63.0,Unemployed,99325.56,West,Mall Road,186227.67,667,2024-05-15,cust293@email.com,+1-555-0293,1,High,0.0,0.0,Regular
CUST98294,Customer Name 294,Female,74.0,Professional,112435.22,Central,City Center,179927.36,516,2020-12-15,cust294@email.com,+1-555-0294,1,Medium,0.0,0.0,Regular
CUST98295,Customer Name 295,Female,35.0,Student,113641.87,South,City Center,99410.95,743,2023-11-15,cust295@email.com,+1-555-0295,1,Low,0.0,0.0,Regular
CUST98296,Customer Name 296,Female,62.0,Unemployed,58664.42,South,Mall Road,181925.4,561,2020-01-15,cust296@email.com,+1-555-0296,1,Medium,0.0,0.0,Regular
CUST98297,Customer Name 297,Female,54.0,Unemployed,123985.32,Central,Station Area,154241.19,839,2020-03-15,cust297@email.com,+1-555-0297,1,High,0.0,0.0,Regular
CUST98298,Customer Name 298,Male,30.0,Unemployed,112666.08,East,Tech Park,152050.66,684,2022-04-15,cust298@email.com,+1-555-0298,1,Medium,0.0,0.0,Regular
CUST98299,Customer Name 299,Female,58.0,Student,135249.58,Central,City Center,118441.51,772,2023-08-15,cust299@email.com,+1-555-0299,1,High,0.0,0.0,Regular
CUST98300,Customer Name 300,Female,70.0,Retired,83573.64,North,Airport Road,30981.35,343,2023-03-15,cust300@email.com,+1-555-0300,1,High,0.0,0.0,Regular
CUST98301,Customer Name 301,Female,27.0,Student,129330.79,Central,City Center,173010.83,781,2021-03-15,cust301@email.com,+1-555-0301,1,Medium,0.0,0.0,Regular
CUST98302,Customer Name 302,Female,60.0,Self-Employed,97487.36,East,Airport Road,138121.59,376,2022-07-15,cust302@email.com,+1-555-0302,1,Low,0.0,0.0,Regular
CUST98303,Customer Name 303,Female,35.0,Professional,141405.55,South,City Center,166986.66,427,2021-07-15,cust303@email.com,+1-555-0303,1,Low,0.0,0.0,Regular
CUST98304,Customer Name 304,Male,31.0,Government,139241.28,East,City Center,30382.96,709,2024-03-15,cust304@email.com,+1-555-0304,1,Medium,0.0,0.0,Regular
CUST98305,Customer Name 305,Male,57.0,Government,135160.89,South,City Center,120897.95,808,2022-04-15,cust305@email.com,+1-555-0305,1,Medium,0.0,0.0,Regular
CUST98306,Customer Name 306,Male,80.0,Unemployed,36761.97,Central,Tech Park,126186.31,442,2021-03-15,cust306@email.com,+1-555-0306,1,High,0.0,0.0,Regular
CUST98307,Customer Name 307,Female,24.0,Government,72134.47,West,City Center,160354.27,636,2021-06-15,cust307@email.com,+1-555-0307,1,Medium,0.0,0.0,Regular
CUST98308,Customer Name 308,Male,53.0,Retired,117559.84,Central,Airport Road,37453.99,555,2024-02-15,cust308@email.com,+1-555-0308,1,High,0.0,0.0,Regular
CUST98309,Customer Name 309,Male,18.0,Student,134735.52,South,Airport Road,194277.4,740,2021-06-15,cust309@email.com,+1-555-0309,1,Low,0.0,0.0,Regular
CUST98310,Customer Name 310,Female,40.0,Professional,129235.73,West,Airport Road,119394.08,376,2023-02-15,cust310@email.com,+1-555-0310,1,Medium,0.0,0.0,Regular
CUST98311,Customer Name 311,Female,60.0,Student,51937.13,South,Station Area,178468.12,492,2022-12-15,cust311@email.com,+1-555-0311,1,High,0.0,0.0,Regular
CUST98312,Customer Name 312,Male,19.0,Government,34921.18,North,City Center,113838.75,745,2023-06-15,cust312@email.com,+1-555-0312,1,Medium,0.0,0.0,Regular
CUST98313,Customer Name 313,Female,41.0,Student,20534.31,East,Airport Road,96810.65,576,2023-05-15,cust313@email.com,+1-555-0313,1,Low,0.0,0.0,Regular
CUST98314,Customer Name 314,Male,70.0,Unemployed,84851.2,West,Mall Road,112866.73,375,2022-01-15,cust314@email.com,+1-555-0314,1,Medium,0.0,0.0,Regular
CUST98315,Customer Name 315,Male,67.0,Self-Employed,54689.21,East,Station Area,171502.09,735,2021-05-15,cust315@email.com,+1-555-0315,1,Medium,0.0,0.0,Regular
CUST98316,Customer Name 316,Male,35.0,Professional,85409.34,South,Mall Road,193568.88,568,2023-06-15,cust316@email.com,+1-555-0316,1,Low,0.0,0.0,Regular
CUST98317,Customer Name 317,Female,67.0,Government,49238.07,Central,Station Area,109453.79,532,2020-12-15,cust317@email.com,+1-555-0317,1,Low,0.0,0.0,Regular
CUST98318,Customer Name 318,Male,50.0,Retired,104721.46,Central,Station Area,66359.07,305,2021-02-15,cust318@email.com,+1-555-0318,1,Medium,0.0,0.0,Regular
CUST98319,Customer Name 319,Male,60.0,Retired,101460.7,South,Mall Road,65685.49,319,2024-08-15,cust319@email.com,+1-555-0319,1,Low,0.0,0.0,Regular
CUST98320,Customer Name 320,Female,23.0,Unemployed,120982.7,Central,Mall Road,97143.01,503,2020-06-15,cust320@email.com,+1-555-0320,1,Low,0.0,0.0,Regular
CUST98321,Customer Name 321,Female,70.0,Professional,145438.26,South,City Center,47413.06,642,2024-10-15,cust321@email.com,+1-555-0321,1,High,0.0,0.0,Regular
CUST98322,Customer Name 322,Male,32.0,Student,38860.22,East,Station Area,167681.72,765,2024-03-15,cust322@email.com,+1-555-0322,1,High,0.0,0.0,Regular
CUST98323,Customer Name 323,Female,18.0,Professional,105690.58,North,Tech Park,64366.5,428,2024-08-15,cust323@email.com,+1-555-0323,1,Low,0.0,0.0,Regular
CUST98324,Customer Name 324,Female,22.0,Retired,129831.68,Central,Station Area,7663.41,639,2022-07-15,cust324@email.com,+1-555-0324,1,Low,0.0,0.0,Regular
CUST98325,Customer Name 325,Male,76.0,Self-Employed,125941.38,East,City Center,102206.34,421,2022-02-15,cust325@email.com,+1-555-0325,1,High,0.0,0.0,Regular
CUST98326,Customer Name 326,Male,59.0,Government,13571.84,Central,Mall Road,179951.65,571,2020-05-15,cust326@email.com,+1-555-0326,1,Low,0.0,0.0,Regular
