card_number,customer_id,card_type,card_limit,outstanding_amount,status,issued_date,expiry_date
CARD98299,CUST98549,Mastercard Standard,47787.72,1965.93,Active,2025-01-15,2030-01-15
CARD98300,CUST98774,Visa Platinum,46578.16,9269.8,Active,2025-01-15,2030-01-15
CARD98301,CUST98797,Visa Gold,31153.92,3122.99,Active,2025-01-15,2030-01-15
CARD98302,CUST98557,Visa Gold,7067.9,8751.28,Active,2025-01-15,2030-01-15
CARD98303,CUST98882,Visa Platinum,7262.02,8867.58,Active,2025-01-15,2030-01-15
CARD98304,CUST98726,Visa Platinum,14371.35,8575.36,Active,2025-01-15,2030-01-15
CARD98305,CUST98562,Visa Gold,14099.7,6913.78,Active,2025-01-15,2030-01-15
CARD98306,CUST98396,Visa Gold,8306.17,3867.21,Active,2025-01-15,2030-01-15
CARD98307,CUST98262,Visa Platinum,45752.15,6105.55,Active,2025-01-15,2030-01-15
CARD98308,CUST98938,Amex Elite,16617.99,7935.58,Active,2025-01-15,2030-01-15
CARD98309,CUST98395,Mastercard Standard,26131.26,2819.79,Active,2025-01-15,2030-01-15
CARD98310,CUST98171,Visa Gold,31512.66,3175.42,Active,2025-01-15,2030-01-15
CARD98311,CUST98366,Mastercard Standard,39219.54,6093.34,Active,2025-01-15,2030-01-15
CARD98312,CUST98663,Visa Platinum,25502.35,8783.06,Active,2025-01-15,2030-01-15
CARD98313,CUST98444,Visa Platinum,21434.32,4888.57,Active,2025-01-15,2030-01-15
CARD98314,CUST98311,Amex Elite,18505.91,3706.51,Active,2025-01-15,2030-01-15
CARD98315,CUST98763,Visa Platinum,24716.58,5485.32,Active,2025-01-15,2030-01-15
CARD98316,CUST98233,Visa Platinum,18741.66,5650.29,Active,2025-01-15,2030-01-15
CARD98317,CUST98556,Visa Platinum,17440.88,4733.67,Active,2025-01-15,2030-01-15
CARD98318,CUST98618,Visa Platinum,48949.75,8582.31,Active,2025-01-15,2030-01-15
CARD98319,CUST98746,Mastercard Standard,18720.18,3387.34,Active,2025-01-15,2030-01-15
CARD98320,CUST98562,Visa Platinum,7971.2,2516.93,Active,2025-01-15,2030-01-15
CARD98321,CUST98142,Visa Gold,9811.74,577.4,Active,2025-01-15,2030-01-15
CARD98322,CUST98691,Amex Elite,20483.45,457.23,Active,2025-01-15,2030-01-15
CARD98323,CUST98201,Visa Platinum,6899.81,2612.94,Active,2025-01-15,2030-01-15
CARD98324,CUST98501,Mastercard Standard,1873.21,6272.87,Active,2025-01-15,2030-01-15
CARD98325,CUST98816,Amex Elite,29784.37,1696.52,Active,2025-01-15,2030-01-15
CARD98326,CUST98042,Visa Platinum,31550.92,3006.14,Active,2025-01-15,2030-01-15
CARD98327,CUST98718,Visa Platinum,48980.05,2659.57,Active,2025-01-15,2030-01-15
CARD98328,CUST98037,Visa Gold,13541.66,72.93,Active,2025-01-15,2030-01-15
CARD98329,CUST98266,Amex Elite,26012.62,7516.04,Active,2025-01-15,2030-01-15
CARD98330,CUST98527,Mastercard Standard,46527.02,5145.03,Active,2025-01-15,2030-01-15
CARD98331,CUST98022,Visa Platinum,10340.39,8127.31,Active,2025-01-15,2030-01-15
CARD98332,CUST98974,Mastercard Standard,25825.67,5349.66,Active,2025-01-15,2030-01-15
CARD98333,CUST98840,Mastercard Standard,13036.28,9175.81,Active,2025-01-15,2030-01-15
CARD98334,CUST98843,Mastercard Standard,31386.6,4787.21,Active,2025-01-15,2030-01-15
CARD98335,CUST98854,Mastercard Standard,27785.12,8827.43,Active,2025-01-15,2030-01-15
CARD98336,CUST98335,Mastercard Standard,18616.45,7378.64,Active,2025-01-15,2030-01-15
CARD98337,CUST98252,Visa Gold,45202.18,891.69,Active,2025-01-15,2030-01-15
CARD98338,CUST98347,Visa Gold,13613.91,1373.05,Active,2025-01-15,2030-01-15
CARD98339,CUST98704,Visa Platinum,25888.2,4105.6,Active,2025-01-15,2030-01-15
CARD98340,CUST98124,Amex Elite,33064.01,7146.86,Active,2025-01-15,2030-01-15
CARD98341,CUST98025,Mastercard Standard,12601.42,1706.07,Active,2025-01-15,2030-01-15
CARD98342,CUST98205,Visa Gold,7755.23,4057.31,Active,2025-01-15,2030-01-15
CARD98343,CUST98544,Visa Platinum,28270.94,2993.7,Active,2025-01-15,2030-01-15
CARD98344,CUST98132,Mastercard Standard,41661.75,8973.09,Active,2025-01-15,2030-01-15
CARD98345,CUST98457,Visa Platinum,43902.6,9276.26,Active,2025-01-15,2030-01-15
CARD98346,CUST98434,Mastercard Standard,19609.62,8450.53,Active,2025-01-15,2030-01-15
CARD98347,CUST98259,Amex Elite,24465.0,4892.15,Active,2025-01-15,2030-01-15
CARD98348,CUST98617,Visa Platinum,26085.88,406.66,Active,2025-01-15,2030-01-15
CARD98349,CUST98221,Visa Gold,20220.92,1305.22,Active,2025-01-15,2030-01-15
CARD98350,CUST98518,Visa Gold,21437.23,6055.57,Active,2025-01-15,2030-01-15
CARD98351,CUST98318,Visa Gold,40411.0,4758.19,Active,2025-01-15,2030-01-15
CARD98352,CUST98137,Visa Gold,15135.56,8519.42,Active,2025-01-15,2030-01-15
CARD98353,CUST98611,Visa Platinum,44365.56,8692.01,Active,2025-01-15,2030-01-15
CARD98354,CUST98494,Visa Gold,44653.07,3021.27,Active,2025-01-15,2030-01-15
CARD98355,CUST98980,Visa Gold,7683.79,7384.15,Active,2025-01-15,2030-01-15
CARD98356,CUST98791,Amex Elite,37855.57,5093.88,Active,2025-01-15,2030-01-15
CARD98357,CUST98310,Visa Platinum,36187.53,6702.32,Active,2025-01-15,2030-01-15
CARD98358,CUST98448,Mastercard Standard,34910.96,7045.41,Active,2025-01-15,2030-01-15
CARD98359,CUST98159,Visa Platinum,7792.05,6791.04,Active,2025-01-15,2030-01-15
CARD98360,CUST98290,Amex Elite,8754.43,7861.8,Active,2025-01-15,2030-01-15
CARD98361,CUST98430,Visa Gold,6747.73,1609.08,Active,2025-01-15,2030-01-15
CARD98362,CUST98632,Visa Platinum,34705.23,7072.33,Active,2025-01-15,2030-01-15
CARD98363,CUST98373,Visa Platinum,8798.62,3078.89,Active,2025-01-15,2030-01-15
CARD98364,CUST98626,Mastercard Standard,18453.17,932.62,Active,2025-01-15,2030-01-15
CARD98365,CUST98925,Amex Elite,35963.52,9339.98,Active,2025-01-15,2030-01-15
CARD98366,CUST98323,Amex Elite,20078.09,8153.95,Active,2025-01-15,2030-01-15
CARD98367,CUST98421,Mastercard Standard,4304.8,9322.48,Active,2025-01-15,2030-01-15
CARD98368,CUST98611,Visa Gold,46775.58,7041.55,Active,2025-01-15,2030-01-15
CARD98369,CUST98296,Mastercard Standard,1675.36,8996.55,Active,2025-01-15,2030-01-15
CARD98370,CUST98320,Visa Platinum,1673.4,5581.24,Active,2025-01-15,2030-01-15
CARD98371,CUST98907,Mastercard Standard,19702.13,197.48,Active,2025-01-15,2030-01-15
CARD98372,CUST98824,Amex Elite,46529.96,5707.9,Active,2025-01-15,2030-01-15
CARD98373,CUST98134,Mastercard Standard,31453.78,7222.5,Active,2025-01-15,2030-01-15
CARD98374,CUST98159,Visa Gold,42845.94,7895.49,Active,2025-01-15,2030-01-15
CARD98375,CUST98976,Mastercard Standard,29982.44,6492.56,Active,2025-01-15,2030-01-15
CARD98376,CUST98408,Mastercard Standard,33039.57,5240.14,Active,2025-01-15,2030-01-15
CARD98377,CUST98437,Visa Gold,46362.07,9940.53,Active,2025-01-15,2030-01-15
CARD98378,CUST98942,Visa Platinum,1638.19,3372.76,Active,2025-01-15,2030-01-15
CARD98379,CUST98441,Visa Platinum,17256.25,5454.96,Active,2025-01-15,2030-01-15
CARD98380,CUST98905,Amex Elite,9850.31,8788.61,Active,2025-01-15,2030-01-15
CARD98381,CUST98981,Amex Elite,11556.45,7291.59,Active,2025-01-15,2030-01-15
CARD98382,CUST98969,Amex Elite,14420.15,8126.28,Active,2025-01-15,2030-01-15
CARD98383,CUST98362,Amex Elite,2360.67,7133.66,Active,2025-01-15,2030-01-15
CARD98384,CUST98922,Visa Gold,12483.55,9951.29,Active,2025-01-15,2030-01-15
CARD98385,CUST98807,Visa Platinum,35161.12,5394.1,Active,2025-01-15,2030-01-15
CARD98386,CUST98999,Amex Elite,37216.53,538.91,Active,2025-01-15,2030-01-15
CARD98387,CUST98072,Visa Platinum,13723.37,8269.0,Active,2025-01-15,2030-01-15
CARD98388,CUST98589,Visa Platinum,33179.92,8879.7,Active,2025-01-15,2030-01-15
CARD98389,CUST98929,Visa Platinum,49523.69,1597.91,Active,2025-01-15,2030-01-15
CARD98390,CUST98334,Visa Platinum,35352.28,2257.06,Active,2025-01-15,2030-01-15
CARD98391,CUST98584,Amex Elite,7854.66,6556.28,Active,2025-01-15,2030-01-15
CARD98392,CUST98336,Visa Platinum,21895.91,3213.41,Active,2025-01-15,2030-01-15
CARD98393,CUST98795,Visa Platinum,27467.9,3627.71,Active,2025-01-15,2030-01-15
CARD98394,CUST98826,Mastercard Standard,23295.51,7252.93,Active,2025-01-15,2030-01-15
CARD98395,CUST98519,Mastercard Standard,24301.74,9029.55,Active,2025-01-15,2030-01-15
CARD98396,CUST98417,Mastercard Standard,33524.67,4037.36,Active,2025-01-15,2030-01-15
CARD98397,CUST98197,Amex Elite,31963.02,4386.03,Active,2025-01-15,2030-01-15
CARD98398,CUST98856,Mastercard Standard,42504.33,2098.86,Active,2025-01-15,2030-01-15
CARD98399,CUST98876,Amex Elite,47323.0,3358.83,Active,2025-01-15,2030-01-15
CARD98400,CUST98587,Mastercard Standard,18966.76,3279.68,Active,2025-01-15,2030-01-15
CARD98401,CUST98641,Amex Elite,24291.68,9058.4,Active,2025-01-15,2030-01-15
CARD98402,CUST98960,Mastercard Standard,37982.9,8795.63,Active,2025-01-15,2030-01-15
CARD98403,CUST98248,Visa Gold,39144.08,49.5,Active,2025-01-15,2030-01-15
CARD98404,CUST98271,Mastercard Standard,45745.59,2916.72,Active,2025-01-15,2030-01-15
CARD98405,CUST98044,Visa Platinum,49378.13,6772.24,Active,2025-01-15,2030-01-15
CARD98406,CUST98724,Visa Platinum,20718.2,6218.22,Active,2025-01-15,2030-01-15
CARD98407,CUST98741,Amex Elite,32767.15,8836.06,Active,2025-01-15,2030-01-15
CARD98408,CUST98567,Mastercard Standard,22532.27,3704.68,Active,2025-01-15,2030-01-15
CARD98409,CUST98839,Visa Platinum,19523.41,4586.26,Active,2025-01-15,2030-01-15
CARD98410,CUST98197,Visa Gold,16893.41,800.49,Active,2025-01-15,2030-01-15
CARD98411,CUST98856,Visa Gold,12018.41,5824.45,Active,2025-01-15,2030-01-15
CARD98412,CUST98754,Visa Platinum,13538.08,3898.94,Active,2025-01-15,2030-01-15
CARD98413,CUST98459,Visa Platinum,49353.14,9553.49,Active,2025-01-15,2030-01-15
CARD98414,CUST98651,Amex Elite,29758.29,7109.91,Active,2025-01-15,2030-01-15
CARD98415,CUST98656,Amex Elite,16446.52,1849.78,Active,2025-01-15,2030-01-15
CARD98416,CUST98320,Mastercard Standard,5237.89,7162.42,Active,2025-01-15,2030-01-15
CARD98417,CUST98096,Mastercard Standard,48202.26,585.88,Active,2025-01-15,2030-01-15
CARD98418,CUST98443,Amex Elite,23411.04,6790.66,Active,2025-01-15,2030-01-15
CARD98419,CUST98302,Amex Elite,35181.11,1260.2,Active,2025-01-15,2030-01-15
CARD98420,CUST98392,Visa Gold,13866.29,6520.85,Active,2025-01-15,2030-01-15
CARD98421,CUST98300,Mastercard Standard,37563.04,6231.42,Active,2025-01-15,2030-01-15
CARD98422,CUST98685,Amex Elite,23885.74,7099.79,Active,2025-01-15,2030-01-15
CARD98423,CUST98632,Visa Platinum,20068.95,5136.47,Active,2025-01-15,2030-01-15
CARD98424,CUST98461,Amex Elite,7427.24,3572.05,Active,2025-01-15,2030-01-15
CARD98425,CUST98150,Amex Elite,39590.01,3310.93,Active,2025-01-15,2030-01-15
CARD98426,CUST98173,Amex Elite,42877.35,7247.15,Active,2025-01-15,2030-01-15
CARD98427,CUST98723,Mastercard Standard,43601.7,6721.02,Active,2025-01-15,2030-01-15
CARD98428,CUST98494,Amex Elite,15060.7,3535.61,Active,2025-01-15,2030-01-15
CARD98429,CUST98927,Mastercard Standard,24871.07,6383.73,Active,2025-01-15,2030-01-15
CARD98430,CUST98239,Visa Gold,43965.35,445.74,Active,2025-01-15,2030-01-15
CARD98431,CUST98044,Amex Elite,38622.32,9439.38,Active,2025-01-15,2030-01-15
CARD98432,CUST98842,Amex Elite,23886.88,8927.85,Active,2025-01-15,2030-01-15
CARD98433,CUST98680,Mastercard Standard,16606.43,6804.05,Active,2025-01-15,2030-01-15
CARD98434,CUST98925,Mastercard Standard,26015.72,7831.89,Active,2025-01-15,2030-01-15
CARD98435,CUST98453,Amex Elite,33393.18,9692.77,Active,2025-01-15,2030-01-15
CARD98436,CUST98941,Visa Platinum,19676.14,3837.49,Active,2025-01-15,2030-01-15
CARD98437,CUST98727,Visa Gold,10040.04,1582.88,Active,2025-01-15,2030-01-15
CARD98438,CUST98673,Amex Elite,30599.99,7074.74,Active,2025-01-15,2030-01-15
CARD98439,CUST98205,Mastercard Standard,26635.7,2158.24,Active,2025-01-15,2030-01-15
CARD98440,CUST98108,Visa Gold,20046.35,2171.23,Active,2025-01-15,2030-01-15
CARD98441,CUST98234,Mastercard Standard,33702.87,5524.23,Active,2025-01-15,2030-01-15
CARD98442,CUST98610,Visa Gold,25855.71,5664.34,Active,2025-01-15,2030-01-15
CARD98443,CUST98193,Amex Elite,18878.83,6077.64,Active,2025-01-15,2030-01-15
CARD98444,CUST98321,Amex Elite,33261.91,9667.07,Active,2025-01-15,2030-01-15
CARD98445,CUST98524,Amex Elite,18530.01,4069.18,Active,2025-01-15,2030-01-15
CARD98446,CUST98327,Visa Platinum,36581.6,2041.67,Active,2025-01-15,2030-01-15
CARD98447,CUST98983,Visa Gold,7967.43,4106.36,Active,2025-01-15,2030-01-15
CARD98448,CUST98456,Mastercard Standard,20018.1,3747.52,Active,2025-01-15,2030-01-15
CARD98449,CUST98779,Mastercard Standard,9965.37,409.23,Active,2025-01-15,2030-01-15
CARD98450,CUST98132,Visa Platinum,25038.65,4946.41,Active,2025-01-15,2030-01-15
CARD98451,CUST98084,Amex Elite,4293.7,6005.99,Active,2025-01-15,2030-01-15
CARD98452,CUST98699,Mastercard Standard,49998.06,5185.74,Active,2025-01-15,2030-01-15
CARD98453,CUST98958,Amex Elite,46083.97,8448.33,Active,2025-01-15,2030-01-15
CARD98454,CUST98116,Visa Platinum,38866.59,3774.51,Active,2025-01-15,2030-01-15
CARD98455,CUST98306,Visa Gold,39231.14,2365.69,Active,2025-01-15,2030-01-15
CARD98456,CUST98365,Visa Platinum,11169.99,7109.8,Active,2025-01-15,2030-01-15
CARD98457,CUST98427,Amex Elite,6454.57,4041.06,Active,2025-01-15,2030-01-15
CARD98458,CUST98105,Visa Gold,7406.63,521.81,Active,2025-01-15,2030-01-15
CARD98459,CUST98262,Visa Platinum,16592.36,5640.38,Active,2025-01-15,2030-01-15
CARD98460,CUST98681,Amex Elite,44064.95,5544.8,Active,2025-01-15,2030-01-15
CARD98461,CUST98158,Visa Gold,43727.92,6249.28,Active,2025-01-15,2030-01-15
CARD98462,CUST98411,Mastercard Standard,3783.35,9098.04,Active,2025-01-15,2030-01-15
CARD98463,CUST98105,Visa Platinum,18128.41,2980.11,Active,2025-01-15,2030-01-15
CARD98464,CUST98295,Amex Elite,10733.18,9203.44,Active,2025-01-15,2030-01-15
CARD98465,CUST98281,Visa Gold,15963.47,7126.89,Active,2025-01-15,2030-01-15
CARD98466,CUST98856,Mastercard Standard,28961.77,9315.54,Active,2025-01-15,2030-01-15
CARD98467,CUST98750,Visa Platinum,35356.51,1332.73,Active,2025-01-15,2030-01-15
CARD98468,CUST98255,Amex Elite,6842.99,44.02,Active,2025-01-15,2030-01-15
CARD98469,CUST98717,Amex Elite,38871.06,7209.72,Active,2025-01-15,2030-01-15
CARD98470,CUST98063,Mastercard Standard,46409.04,8682.5,Active,2025-01-15,2030-01-15
CARD98471,CUST98638,Visa Gold,13402.36,6126.02,Active,2025-01-15,2030-01-15
CARD98472,CUST98443,Visa Gold,41867.33,5589.72,Active,2025-01-15,2030-01-15
CARD98473,CUST98665,Amex Elite,42961.8,6203.22,Active,2025-01-15,2030-01-15
CARD98474,CUST98518,Visa Platinum,9443.4,8113.96,Active,2025-01-15,2030-01-15
CARD98475,CUST98109,Amex Elite,48125.58,5995.0,Active,2025-01-15,2030-01-15
CARD98476,CUST98819,Visa Platinum,36092.56,5719.7,Active,2025-01-15,2030-01-15
CARD98477,CUST98499,Visa Gold,1779.82,8295.31,Active,2025-01-15,2030-01-15
CARD98478,CUST98453,Visa Platinum,19254.75,484.66,Active,2025-01-15,2030-01-15
CARD98479,CUST98331,Amex Elite,24008.4,6371.88,Active,2025-01-15,2030-01-15
CARD98480,CUST98482,Visa Gold,13949.6,4098.87,Active,2025-01-15,2030-01-15
CARD98481,CUST98091,Mastercard Standard,16465.01,7508.53,Active,2025-01-15,2030-01-15
CARD98482,CUST98609,Visa Platinum,32432.81,7522.19,Active,2025-01-15,2030-01-15
CARD98483,CUST98817,Visa Platinum,41168.62,9917.68,Active,2025-01-15,2030-01-15
CARD98484,CUST98855,Mastercard Standard,4355.3,6449.01,Active,2025-01-15,2030-01-15
CARD98485,CUST98270,Visa Gold,12754.79,1070.87,Active,2025-01-15,2030-01-15
CARD98486,CUST98069,Amex Elite,10337.42,8739.44,Active,2025-01-15,2030-01-15
CARD98487,CUST98730,Mastercard Standard,28428.56,9680.77,Active,2025-01-15,2030-01-15
CARD98488,CUST98220,Visa Gold,13097.93,217.84,Active,2025-01-15,2030-01-15
CARD98489,CUST98479,Visa Gold,32595.93,9466.94,Active,2025-01-15,2030-01-15
CARD98490,CUST98525,Amex Elite,44441.89,3928.44,Active,2025-01-15,2030-01-15
CARD98491,CUST98226,Visa Platinum,33024.36,1896.19,Active,2025-01-15,2030-01-15
CARD98492,CUST98786,Mastercard Standard,10785.73,551.97,Active,2025-01-15,2030-01-15
CARD98493,CUST98431,Amex Elite,23675.37,1856.1,Active,2025-01-15,2030-01-15
CARD98494,CUST98035,Amex Elite,37698.94,4854.69,Active,2025-01-15,2030-01-15
CARD98495,CUST98337,Visa Platinum,31228.06,5767.78,Active,2025-01-15,2030-01-15
CARD98496,CUST98869,Mastercard Standard,42037.97,3056.04,Active,2025-01-15,2030-01-15
CARD98497,CUST98098,Mastercard Standard,11729.97,5102.63,Active,2025-01-15,2030-01-15
CARD98498,CUST98445,Visa Gold,23791.97,5022.39,Active,2025-01-15,2030-01-15
CARD98499,CUST98037,Amex Elite,13478.23,8170.89,Active,2025-01-15,2030-01-15
CARD98500,CUST98161,Mastercard Standard,31604.37,1516.45,Active,2025-01-15,2030-01-15
CARD98501,CUST98630,Visa Gold,8948.94,9579.58,Active,2025-01-15,2030-01-15
CARD98502,CUST98510,Visa Platinum,12923.12,2930.65,Active,2025-01-15,2030-01-15
CARD98503,CUST98729,Mastercard Standard,2389.47,3579.33,Active,2025-01-15,2030-01-15
CARD98504,CUST98414,Amex Elite,36249.83,3585.22,Active,2025-01-15,2030-01-15
CARD98505,CUST98692,Visa Gold,17056.68,1103.11,Active,2025-01-15,2030-01-15
CARD98506,CUST98413,Visa Platinum,41440.09,725.57,Active,2025-01-15,2030-01-15
CARD98507,CUST98778,Visa Platinum,24573.06,5150.77,Active,2025-01-15,2030-01-15
CARD98508,CUST98711,Visa Gold,36638.7,7630.75,Active,2025-01-15,2030-01-15
CARD98509,CUST98294,Visa Platinum,38744.07,9460.64,Active,2025-01-15,2030-01-15
CARD98510,CUST98516,Mastercard Standard,18699.05,3465.57,Active,2025-01-15,2030-01-15
CARD98511,CUST98984,Amex Elite,12177.01,4140.52,Active,2025-01-15,2030-01-15
CARD98512,CUST98959,Visa Gold,9695.19,667.65,Active,2025-01-15,2030-01-15
CARD98513,CUST98634,Mastercard Standard,5993.44,715.58,Active,2025-01-15,2030-01-15
CARD98514,CUST98691,Visa Platinum,3348.76,5503.81,Active,2025-01-15,2030-01-15
CARD98515,CUST98285,Mastercard Standard,10106.1,4055.94,Active,2025-01-15,2030-01-15
CARD98516,CUST98316,Visa Platinum,49002.69,900.61,Active,2025-01-15,2030-01-15
CARD98517,CUST98967,Mastercard Standard,19487.99,7193.28,Active,2025-01-15,2030-01-15
CARD98518,CUST98643,Amex Elite,1287.73,2540.78,Active,2025-01-15,2030-01-15
CARD98519,CUST98863,Visa Gold,13722.89,5794.96,Active,2025-01-15,2030-01-15
CARD98520,CUST98320,Visa Gold,31059.39,1365.48,Active,2025-01-15,2030-01-15
CARD98521,CUST98959,Amex Elite,25479.9,2590.81,Active,2025-01-15,2030-01-15
CARD98522,CUST98551,Amex Elite,33970.28,1529.45,Active,2025-01-15,2030-01-15
CARD98523,CUST98916,Mastercard Standard,29960.18,5687.95,Active,2025-01-15,2030-01-15
CARD98524,CUST98656,Visa Gold,1592.64,2260.33,Active,2025-01-15,2030-01-15
CARD98525,CUST98060,Visa Platinum,32844.42,6741.01,Active,2025-01-15,2030-01-15
CARD98526,CUST98976,Mastercard Standard,3361.81,6244.06,Active,2025-01-15,2030-01-15
CARD98527,CUST98198,Mastercard Standard,31777.73,5213.03,Active,2025-01-15,2030-01-15
CARD98528,CUST98697,Visa Platinum,32629.05,5117.34,Active,2025-01-15,2030-01-15
CARD98529,CUST98100,Visa Gold,28752.5,1061.78,Active,2025-01-15,2030-01-15
CARD98530,CUST98302,Mastercard Standard,35460.24,6782.67,Active,2025-01-15,2030-01-15
CARD98531,CUST98625,Amex Elite,7771.4,8366.86,Active,2025-01-15,2030-01-15
CARD98532,CUST98816,Visa Platinum,22854.16,7287.09,Active,2025-01-15,2030-01-15
CARD98533,CUST98631,Mastercard Standard,44805.4,1313.71,Active,2025-01-15,2030-01-15
CARD98534,CUST98405,Visa Gold,25872.37,7401.31,Active,2025-01-15,2030-01-15
CARD98535,CUST98011,Visa Gold,35327.52,8501.71,Active,2025-01-15,2030-01-15
CARD98536,CUST98326,Visa Gold,41112.39,6723.66,Active,2025-01-15,2030-01-15
CARD98537,CUST98794,Mastercard Standard,43529.15,1923.28,Active,2025-01-15,2030-01-15
CARD98538,CUST98027,Amex Elite,20712.42,1808.23,Active,2025-01-15,2030-01-15
CARD98539,CUST98887,Amex Elite,37000.95,9538.79,Active,2025-01-15,2030-01-15
CARD98540,CUST98922,Visa Platinum,3727.22,4024.95,Active,2025-01-15,2030-01-15
CARD98541,CUST98392,Mastercard Standard,11827.81,596.32,Active,2025-01-15,2030-01-15
CARD98542,CUST98544,Mastercard Standard,48946.1,3653.88,Active,2025-01-15,2030-01-15
CARD98543,CUST98533,Visa Gold,13881.64,3267.52,Active,2025-01-15,2030-01-15
CARD98544,CUST98082,Mastercard Standard,38615.3,2573.33,Active,2025-01-15,2030-01-15
CARD98545,CUST98330,Mastercard Standard,7065.38,920.1,Active,2025-01-15,2030-01-15
CARD98546,CUST98307,Visa Gold,19858.38,2103.58,Active,2025-01-15,2030-01-15
CARD98547,CUST98372,Visa Platinum,30177.47,389.18,Active,2025-01-15,2030-01-15
CARD98548,CUST98818,Amex Elite,28066.08,9275.27,Active,2025-01-15,2030-01-15
CARD98549,CUST98658,Mastercard Standard,49193.69,993.56,Active,2025-01-15,2030-01-15
CARD98550,CUST98876,Mastercard Standard,41120.42,6688.55,Active,2025-01-15,2030-01-15
CARD98551,CUST98557,Visa Gold,18204.54,6801.33,Active,2025-01-15,2030-01-15
CARD98552,CUST98072,Mastercard Standard,25070.15,3896.8,Active,2025-01-15,2030-01-15
CARD98553,CUST98456,Amex Elite,7646.0,7556.09,Active,2025-01-15,2030-01-15
CARD98554,CUST98795,Visa Gold,29022.28,3364.61,Active,2025-01-15,2030-01-15
CARD98555,CUST98022,Amex Elite,15127.31,9059.49,Active,2025-01-15,2030-01-15
CARD98556,CUST98996,Mastercard Standard,46750.18,6149.02,Active,2025-01-15,2030-01-15
CARD98557,CUST98580,Amex Elite,39060.37,2362.09,Active,2025-01-15,2030-01-15
CARD98558,CUST98242,Amex Elite,30935.13,5000.9,Active,2025-01-15,2030-01-15
CARD98559,CUST981000,Visa Platinum,24969.94,9387.24,Active,2025-01-15,2030-01-15
CARD98560,CUST98742,Amex Elite,34192.78,101.23,Active,2025-01-15,2030-01-15
CARD98561,CUST98607,Amex Elite,22245.04,2950.43,Active,2025-01-15,2030-01-15
CARD98562,CUST98915,Visa Platinum,6629.97,7098.9,Active,2025-01-15,2030-01-15
CARD98563,CUST981000,Amex Elite,28905.1,3830.98,Active,2025-01-15,2030-01-15
CARD98564,CUST98611,Visa Platinum,28800.85,5034.66,Active,2025-01-15,2030-01-15
CARD98565,CUST98477,Visa Platinum,36079.63,493.97,Active,2025-01-15,2030-01-15
CARD98566,CUST98761,Amex Elite,28317.01,5266.81,Active,2025-01-15,2030-01-15
CARD98567,CUST98549,Mastercard Standard,38233.9,6941.08,Active,2025-01-15,2030-01-15
CARD98568,CUST98155,Visa Gold,47162.68,8359.57,Active,2025-01-15,2030-01-15
CARD98569,CUST98455,Visa Gold,41204.25,2159.05,Active,2025-01-15,2030-01-15
CARD98570,CUST98668,Amex Elite,36992.29,6381.46,Active,2025-01-15,2030-01-15
CARD98571,CUST98857,Visa Gold,10512.63,3565.4,Active,2025-01-15,2030-01-15
CARD98572,CUST98889,Mastercard Standard,36285.03,7414.38,Active,2025-01-15,2030-01-15
CARD98573,CUST98651,Mastercard Standard,42464.21,7599.39,Active,2025-01-15,2030-01-15
CARD98574,CUST98981,Mastercard Standard,16397.83,4771.97,Active,2025-01-15,2030-01-15
CARD98575,CUST98490,Visa Gold,20028.69,3256.84,Active,2025-01-15,2030-01-15
CARD98576,CUST98944,Mastercard Standard,6270.56,4709.75,Active,2025-01-15,2030-01-15
CARD98577,CUST98949,Visa Platinum,13991.02,9226.33,Active,2025-01-15,2030-01-15
CARD98578,CUST98812,Mastercard Standard,33227.07,7860.06,Active,2025-01-15,2030-01-15
CARD98579,CUST98577,Visa Platinum,23203.18,1547.5,Active,2025-01-15,2030-01-15
CARD98580,CUST98494,Amex Elite,48091.03,4073.0,Active,2025-01-15,2030-01-15
CARD98581,CUST98600,Visa Gold,30410.24,3651.87,Active,2025-01-15,2030-01-15
CARD98582,CUST98316,Mastercard Standard,13379.4,6052.41,Active,2025-01-15,2030-01-15
CARD98583,CUST98183,Amex Elite,37609.01,7133.03,Active,2025-01-15,2030-01-15
CARD98584,CUST98787,Amex Elite,31434.31,1562.73,Active,2025-01-15,2030-01-15
CARD98585,CUST98468,Visa Platinum,22021.51,4479.78,Active,2025-01-15,2030-01-15
CARD98586,CUST98774,Amex Elite,33855.68,2557.51,Active,2025-01-15,2030-01-15
CARD98587,CUST98311,Visa Gold,17045.61,7962.23,Active,2025-01-15,2030-01-15
CARD98588,CUST98738,Amex Elite,32151.86,3057.82,Active,2025-01-15,2030-01-15
CARD98589,CUST98585,Visa Platinum,23126.14,7987.79,Active,2025-01-15,2030-01-15
CARD98590,CUST98991,Visa Platinum,17252.07,7792.55,Active,2025-01-15,2030-01-15
CARD98591,CUST98347,Visa Gold,11764.23,8360.89,Active,2025-01-15,2030-01-15
CARD98592,CUST98501,Visa Platinum,28674.93,1992.5,Active,2025-01-15,2030-01-15
CARD98593,CUST98601,Visa Platinum,15080.75,7965.87,Active,2025-01-15,2030-01-15
CARD98594,CUST98508,Mastercard Standard,37157.82,8846.45,Active,2025-01-15,2030-01-15
CARD98595,CUST98868,Visa Platinum,23543.99,7873.95,Active,2025-01-15,2030-01-15
CARD98596,CUST98932,Amex Elite,48338.94,5393.98,Active,2025-01-15,2030-01-15
