transaction_id,customer_id,account_number,amount,date,type,channel,merchant,description,is_fraud
TXN98265,CUST98684,ACC98585,2987.4,2025-06-16,Debit,Branch,Standard Merchant,General purchase,0
TXN98266,CUST98668,ACC98093,282.81,2025-06-17,Credit,Online,Standard Merchant,General purchase,0
TXN98267,CUST98071,ACC98306,4587.03,2025-06-24,Transfer,ATM,Standard Merchant,General purchase,0
TXN98268,CUST98817,ACC98689,3787.28,2025-06-18,Transfer,ATM,Standard Merchant,General purchase,0
TXN98269,CUST98169,ACC98010,3592.02,2025-06-18,Debit,POS,Standard Merchant,General purchase,0
TXN98270,CUST98094,ACC98901,1171.74,2025-06-30,Debit,Branch,Standard Merchant,General purchase,0
TXN98271,CUST98590,ACC98878,3413.83,2025-06-26,Debit,POS,Standard Merchant,General purchase,0
TXN98272,CUST98840,ACC98574,4566.3,2025-06-11,Transfer,POS,Standard Merchant,General purchase,0
TXN98273,CUST98815,ACC98363,178.94,2025-06-17,Debit,POS,Standard Merchant,General purchase,0
TXN98274,CUST98345,ACC98183,456.09,2025-06-15,Credit,Branch,Standard Merchant,General purchase,0
TXN98275,CUST98725,ACC98788,3140.62,2025-06-10,Transfer,ATM,Standard Merchant,General purchase,0
TXN98276,CUST98964,ACC98384,2026.11,2025-06-29,Transfer,Online,Standard Merchant,General purchase,0
TXN98277,CUST98196,ACC98786,3454.56,2025-06-30,Transfer,Online,Standard Merchant,General purchase,0
TXN98278,CUST98251,ACC98800,1537.07,2025-06-15,Transfer,POS,Standard Merchant,General purchase,0
TXN98279,CUST98116,ACC98112,2509.86,2025-06-28,Transfer,POS,Standard Merchant,General purchase,0
TXN98280,CUST98079,ACC98325,3921.3,2025-06-29,Transfer,Branch,Standard Merchant,General purchase,0
TXN98281,CUST98580,ACC98326,1620.56,2025-06-25,Debit,Online,Standard Merchant,General purchase,0
TXN98282,CUST98694,ACC98786,4567.77,2025-06-02,Transfer,POS,Standard Merchant,General purchase,0
TXN98283,CUST98493,ACC98291,4763.39,2025-06-13,Debit,ATM,Standard Merchant,General purchase,0
TXN98284,CUST98394,ACC98740,4723.68,2025-06-29,Transfer,Online,Standard Merchant,General purchase,0
TXN98285,CUST98443,ACC98526,2935.19,2025-06-05,Debit,Online,Standard Merchant,General purchase,0
TXN98286,CUST98099,ACC98603,3449.09,2025-06-12,Debit,Online,Standard Merchant,General purchase,0
TXN98287,CUST98377,ACC98728,616.73,2025-06-09,Transfer,ATM,Standard Merchant,General purchase,0
TXN98288,CUST98903,ACC98039,4659.33,2025-06-06,Transfer,ATM,Standard Merchant,General purchase,0
TXN98289,CUST98763,ACC98677,2956.28,2025-06-02,Debit,Online,Standard Merchant,General purchase,0
TXN98290,CUST98959,ACC98361,4918.5,2025-06-07,Debit,Online,Standard Merchant,General purchase,0
TXN98291,CUST98147,ACC98167,2578.83,2025-06-21,Debit,ATM,Standard Merchant,General purchase,0
TXN98292,CUST98737,ACC98571,4779.64,2025-06-17,Transfer,ATM,Standard Merchant,General purchase,0
TXN98293,CUST98821,ACC98688,1395.94,2025-06-19,Transfer,Branch,Standard Merchant,General purchase,0
TXN98294,CUST98120,ACC98384,3362.45,2025-06-20,Transfer,Branch,Standard Merchant,General purchase,0
TXN98295,CUST98191,ACC98876,3390.25,2025-06-25,Transfer,Branch,Standard Merchant,General purchase,0
TXN98296,CUST98378,ACC98369,116.15,2025-06-30,Credit,Online,Standard Merchant,General purchase,0
TXN98297,CUST98758,ACC98362,1658.4,2025-06-12,Transfer,ATM,Standard Merchant,General purchase,0
TXN98298,CUST98329,ACC98512,4804.8,2025-06-01,Credit,Branch,Standard Merchant,General purchase,0
TXN98299,CUST98201,ACC98267,1591.8,2025-06-21,Transfer,POS,Standard Merchant,General purchase,0
TXN98300,CUST98295,ACC98602,434.48,2025-06-23,Credit,Online,Standard Merchant,General purchase,0
TXN98301,CUST98840,ACC98253,44.7,2025-06-05,Debit,ATM,Standard Merchant,General purchase,0
TXN98302,CUST98616,ACC98408,203.06,2025-06-15,Credit,POS,Standard Merchant,General purchase,0
TXN98303,CUST98786,ACC98403,3675.54,2025-06-12,Debit,Online,Standard Merchant,General purchase,0
TXN98304,CUST98113,ACC98233,422.05,2025-06-26,Debit,Branch,Standard Merchant,General purchase,0
TXN98305,CUST98856,ACC98329,416.8,2025-06-21,Debit,POS,Standard Merchant,General purchase,0
TXN98306,CUST98046,ACC98973,3884.1,2025-06-18,Credit,Branch,Standard Merchant,General purchase,0
TXN98307,CUST98217,ACC98384,1838.27,2025-06-06,Credit,Online,Standard Merchant,General purchase,0
TXN98308,CUST98732,ACC98931,1246.19,2025-06-22,Credit,Branch,Standard Merchant,General purchase,0
TXN98309,CUST98407,ACC98600,459.91,2025-06-05,Debit,Branch,Standard Merchant,General purchase,0
TXN98310,CUST98228,ACC98185,633.13,2025-06-06,Transfer,Online,Standard Merchant,General purchase,0
TXN98311,CUST98163,ACC98570,4655.08,2025-06-12,Transfer,ATM,Standard Merchant,General purchase,0
TXN98312,CUST98757,ACC98369,184.42,2025-06-22,Transfer,POS,Standard Merchant,General purchase,0
TXN98313,CUST98710,ACC98713,2031.25,2025-06-02,Transfer,Branch,Standard Merchant,General purchase,0
TXN98314,CUST98112,ACC98448,2299.7,2025-06-11,Credit,ATM,Standard Merchant,General purchase,0
TXN98315,CUST98575,ACC98186,649.89,2025-06-20,Transfer,Online,Standard Merchant,General purchase,0
TXN98316,CUST98574,ACC98099,2727.44,2025-06-04,Transfer,Online,Standard Merchant,General purchase,0
TXN98317,CUST98277,ACC98452,4538.07,2025-06-25,Debit,POS,Standard Merchant,General purchase,0
TXN98318,CUST98641,ACC98885,4504.28,2025-06-23,Debit,Online,Standard Merchant,General purchase,0
TXN98319,CUST98625,ACC98540,79.46,2025-06-03,Debit,Online,Standard Merchant,General purchase,0
TXN98320,CUST98639,ACC98535,3885.36,2025-06-14,Credit,ATM,Standard Merchant,General purchase,0
TXN98321,CUST98134,ACC98825,248.86,2025-06-07,Transfer,Online,Standard Merchant,General purchase,0
TXN98322,CUST98205,ACC98729,685.15,2025-06-17,Transfer,POS,Standard Merchant,General purchase,0
TXN98323,CUST98430,ACC98898,1452.11,2025-06-18,Credit,ATM,Standard Merchant,General purchase,0
TXN98324,CUST98026,ACC98611,2658.18,2025-06-26,Transfer,ATM,Standard Merchant,General purchase,0
TXN98325,CUST98733,ACC98795,4799.37,2025-06-05,Credit,ATM,Standard Merchant,General purchase,0
TXN98326,CUST98645,ACC98312,2063.58,2025-06-25,Transfer,ATM,Standard Merchant,General purchase,0
TXN98327,CUST98705,ACC98265,720.6,2025-06-05,Debit,ATM,Standard Merchant,General purchase,0
TXN98328,CUST98036,ACC98283,3631.38,2025-06-20,Transfer,Online,Standard Merchant,General purchase,0
TXN98329,CUST98651,ACC98087,1980.3,2025-06-17,Credit,Online,Standard Merchant,General purchase,0
TXN98330,CUST98847,ACC98483,665.84,2025-06-22,Credit,POS,Standard Merchant,General purchase,0
TXN98331,CUST98591,ACC98070,715.68,2025-06-02,Debit,ATM,Standard Merchant,General purchase,0
TXN98332,CUST98854,ACC98938,4811.34,2025-06-25,Transfer,Online,Standard Merchant,General purchase,0
TXN98333,CUST98810,ACC98484,1923.95,2025-06-20,Debit,Branch,Standard Merchant,General purchase,0
TXN98334,CUST98279,ACC98284,4866.04,2025-06-26,Credit,Online,Standard Merchant,General purchase,0
TXN98335,CUST98910,ACC98696,2620.95,2025-06-28,Transfer,Branch,Standard Merchant,General purchase,0
TXN98336,CUST98814,ACC98445,1383.45,2025-06-30,Credit,POS,Standard Merchant,General purchase,0
TXN98337,CUST98358,ACC98878,2275.55,2025-06-15,Debit,ATM,Standard Merchant,General purchase,0
TXN98338,CUST98425,ACC98908,3159.89,2025-06-21,Credit,ATM,Standard Merchant,General purchase,0
TXN98339,CUST98251,ACC98265,4235.73,2025-06-24,Debit,POS,Standard Merchant,General purchase,0
TXN98340,CUST98844,ACC98008,1162.78,2025-06-03,Debit,Online,Standard Merchant,General purchase,0
TXN98341,CUST98511,ACC98366,3894.05,2025-06-11,Credit,ATM,Standard Merchant,General purchase,0
TXN98342,CUST98421,ACC98517,4540.4,2025-06-01,Debit,ATM,Standard Merchant,General purchase,0
TXN98343,CUST98333,ACC98099,2091.85,2025-06-13,Debit,POS,Standard Merchant,General purchase,0
TXN98344,CUST98809,ACC98240,2851.81,2025-06-12,Credit,Online,Standard Merchant,General purchase,0
TXN98345,CUST98610,ACC98723,2638.56,2025-06-12,Credit,Online,Standard Merchant,General purchase,0
TXN98346,CUST98941,ACC98758,1056.26,2025-06-14,Debit,Online,Standard Merchant,General purchase,0
TXN98347,CUST98672,ACC98326,2485.45,2025-06-18,Transfer,Online,Standard Merchant,General purchase,0
TXN98348,CUST98360,ACC98218,751.63,2025-06-22,Transfer,ATM,Standard Merchant,General purchase,0
TXN98349,CUST98309,ACC98558,4194.98,2025-06-19,Debit,ATM,Standard Merchant,General purchase,0
TXN98350,CUST98602,ACC98434,3654.01,2025-06-05,Credit,POS,Standard Merchant,General purchase,0
TXN98351,CUST98773,ACC98692,408.09,2025-06-23,Credit,Online,Standard Merchant,General purchase,0
TXN98352,CUST98677,ACC98959,689.17,2025-06-26,Debit,Online,Standard Merchant,General purchase,0
TXN98353,CUST98770,ACC98896,3386.63,2025-06-25,Transfer,ATM,Standard Merchant,General purchase,0
TXN98354,CUST98869,ACC98989,4164.55,2025-06-09,Debit,ATM,Standard Merchant,General purchase,0
TXN98355,CUST98211,ACC98554,1486.21,2025-06-20,Transfer,ATM,Standard Merchant,General purchase,0
TXN98356,CUST98917,ACC98461,916.91,2025-06-01,Transfer,ATM,Standard Merchant,General purchase,0
TXN98357,CUST98641,ACC98777,2197.37,2025-06-09,Credit,Online,Standard Merchant,General purchase,0
TXN98358,CUST98757,ACC98905,2342.63,2025-06-21,Transfer,Branch,Standard Merchant,General purchase,0
TXN98359,CUST98088,ACC98701,4990.63,2025-06-22,Transfer,POS,Standard Merchant,General purchase,0
TXN98360,CUST98799,ACC98713,80.34,2025-06-22,Transfer,ATM,Standard Merchant,General purchase,0
TXN98361,CUST98781,ACC98857,4924.84,2025-06-06,Transfer,Online,Standard Merchant,General purchase,0
TXN98362,CUST98240,ACC98336,4457.79,2025-06-11,Credit,Branch,Standard Merchant,General purchase,0
TXN98363,CUST98046,ACC98170,1974.82,2025-06-27,Credit,Branch,Standard Merchant,General purchase,0
TXN98364,CUST98889,ACC98647,2955.83,2025-06-23,Debit,Branch,Standard Merchant,General purchase,0
TXN98365,CUST98311,ACC98147,2631.11,2025-06-16,Debit,Online,Standard Merchant,General purchase,0
TXN98366,CUST98362,ACC98921,1659.73,2025-06-25,Debit,POS,Standard Merchant,General purchase,0
TXN98367,CUST98582,ACC98891,585.75,2025-06-03,Transfer,Branch,Standard Merchant,General purchase,0
TXN98368,CUST98995,ACC98008,1314.01,2025-06-11,Debit,ATM,Standard Merchant,General purchase,0
TXN98369,CUST98947,ACC98585,2803.11,2025-06-01,Transfer,POS,Standard Merchant,General purchase,0
TXN98370,CUST98475,ACC98837,4597.94,2025-06-12,Debit,ATM,Standard Merchant,General purchase,0
TXN98371,CUST98369,ACC98500,970.93,2025-06-08,Credit,POS,Standard Merchant,General purchase,0
TXN98372,CUST98155,ACC98404,1477.4,2025-06-22,Debit,POS,Standard Merchant,General purchase,0
TXN98373,CUST98855,ACC98662,3723.37,2025-06-02,Transfer,Branch,Standard Merchant,General purchase,0
TXN98374,CUST98656,ACC98374,2928.17,2025-06-07,Credit,Branch,Standard Merchant,General purchase,0
TXN98375,CUST98786,ACC98081,719.63,2025-06-27,Debit,ATM,Standard Merchant,General purchase,0
TXN98376,CUST98055,ACC98952,3848.48,2025-06-10,Credit,Online,Standard Merchant,General purchase,0
TXN98377,CUST98887,ACC98384,4220.77,2025-06-21,Credit,Branch,Standard Merchant,General purchase,0
TXN98378,CUST98330,ACC98482,3062.75,2025-06-11,Credit,POS,Standard Merchant,General purchase,0
TXN98379,CUST98722,ACC98510,4865.75,2025-06-17,Transfer,ATM,Standard Merchant,General purchase,0
TXN98380,CUST98312,ACC98861,4215.6,2025-06-24,Debit,Branch,Standard Merchant,General purchase,0
TXN98381,CUST98214,ACC98079,4466.01,2025-06-02,Debit,ATM,Standard Merchant,General purchase,0
TXN98382,CUST98367,ACC98562,4006.37,2025-06-16,Credit,Online,Standard Merchant,General purchase,0
TXN98383,CUST98148,ACC98910,108.74,2025-06-19,Transfer,Online,Standard Merchant,General purchase,0
TXN98384,CUST98463,ACC98486,3181.59,2025-06-05,Debit,ATM,Standard Merchant,General purchase,0
TXN98385,CUST98321,ACC98601,4771.7,2025-06-21,Transfer,ATM,Standard Merchant,General purchase,0
TXN98386,CUST98851,ACC98417,2703.93,2025-06-18,Credit,ATM,Standard Merchant,General purchase,0
TXN98387,CUST98895,ACC98350,2659.61,2025-06-05,Transfer,Branch,Standard Merchant,General purchase,0
TXN98388,CUST98718,ACC98327,4750.46,2025-06-02,Transfer,Online,Standard Merchant,General purchase,0
TXN98389,CUST98280,ACC98678,616.97,2025-06-23,Credit,Branch,Standard Merchant,General purchase,0
TXN98390,CUST98550,ACC98645,3645.31,2025-06-03,Transfer,POS,Standard Merchant,General purchase,0
TXN98391,CUST98366,ACC98240,579.37,2025-06-07,Transfer,Online,Standard Merchant,General purchase,0
TXN98392,CUST98254,ACC98869,2244.93,2025-06-29,Credit,Online,Standard Merchant,General purchase,0
TXN98393,CUST98893,ACC98994,1129.59,2025-06-26,Credit,POS,Standard Merchant,General purchase,0
TXN98394,CUST98315,ACC98496,928.45,2025-06-16,Credit,ATM,Standard Merchant,General purchase,0
TXN98395,CUST98778,ACC98810,995.58,2025-06-07,Credit,POS,Standard Merchant,General purchase,0
TXN98396,CUST98106,ACC98595,1790.8,2025-06-03,Transfer,POS,Standard Merchant,General purchase,0
TXN98397,CUST98537,ACC98234,2522.12,2025-06-24,Debit,Online,Standard Merchant,General purchase,0
TXN98398,CUST98138,ACC98326,796.11,2025-06-15,Debit,ATM,Standard Merchant,General purchase,0
TXN98399,CUST98080,ACC98333,1482.11,2025-06-19,Credit,ATM,Standard Merchant,General purchase,0
TXN98400,CUST98814,ACC98011,3546.81,2025-06-16,Transfer,Online,Standard Merchant,General purchase,0
TXN98401,CUST98055,ACC98024,677.32,2025-06-09,Credit,Online,Standard Merchant,General purchase,0
TXN98402,CUST98560,ACC98814,3260.51,2025-06-09,Credit,Branch,Standard Merchant,General purchase,0
TXN98403,CUST98803,ACC98937,403.4,2025-06-26,Transfer,Online,Standard Merchant,General purchase,0
TXN98404,CUST98057,ACC98738,918.2,2025-06-16,Credit,Branch,Standard Merchant,General purchase,0
TXN98405,CUST98637,ACC98334,1605.57,2025-06-21,Transfer,Branch,Standard Merchant,General purchase,0
TXN98406,CUST98034,ACC98831,1678.4,2025-06-30,Debit,Online,Standard Merchant,General purchase,0
TXN98407,CUST98558,ACC98055,4123.39,2025-06-08,Transfer,Online,Standard Merchant,General purchase,0
TXN98408,CUST98728,ACC98470,440.31,2025-06-10,Debit,POS,Standard Merchant,General purchase,0
TXN98409,CUST98265,ACC98036,2239.73,2025-06-10,Transfer,POS,Standard Merchant,General purchase,0
TXN98410,CUST98227,ACC98606,2127.79,2025-06-08,Transfer,Branch,Standard Merchant,General purchase,0
TXN98411,CUST98387,ACC98817,646.9,2025-06-06,Transfer,Online,Standard Merchant,General purchase,0
TXN98412,CUST98318,ACC98075,4694.53,2025-06-30,Debit,Online,Standard Merchant,General purchase,0
TXN98413,CUST98029,ACC98508,663.95,2025-06-29,Debit,Branch,Standard Merchant,General purchase,0
TXN98414,CUST98314,ACC98172,3300.45,2025-06-14,Credit,ATM,Standard Merchant,General purchase,0
TXN98415,CUST98429,ACC98164,1493.88,2025-06-02,Credit,POS,Standard Merchant,General purchase,0
TXN98416,CUST98854,ACC98051,2077.74,2025-06-12,Credit,ATM,Standard Merchant,General purchase,0
TXN98417,CUST98632,ACC98315,581.09,2025-06-24,Transfer,Online,Standard Merchant,General purchase,0
TXN98418,CUST98733,ACC98348,2954.28,2025-06-28,Credit,ATM,Standard Merchant,General purchase,0
TXN98419,CUST98278,ACC98137,2075.02,2025-06-24,Credit,Online,Standard Merchant,General purchase,0
TXN98420,CUST98480,ACC98554,37.02,2025-06-23,Debit,ATM,Standard Merchant,General purchase,0
TXN98421,CUST98853,ACC98349,1005.3,2025-06-14,Transfer,ATM,Standard Merchant,General purchase,0
TXN98422,CUST98275,ACC98675,3477.21,2025-06-24,Debit,Online,Standard Merchant,General purchase,0
TXN98423,CUST98046,ACC98564,3172.77,2025-06-01,Debit,ATM,Standard Merchant,General purchase,0
TXN98424,CUST98068,ACC98839,3898.11,2025-06-09,Debit,ATM,Standard Merchant,General purchase,0
TXN98425,CUST98621,ACC98248,4418.71,2025-06-09,Credit,POS,Standard Merchant,General purchase,0
TXN98426,CUST98328,ACC98309,2447.18,2025-06-23,Transfer,Branch,Standard Merchant,General purchase,0
TXN98427,CUST98046,ACC98435,1471.21,2025-06-04,Debit,ATM,Standard Merchant,General purchase,0
TXN98428,CUST98646,ACC98362,987.92,2025-06-26,Debit,POS,Standard Merchant,General purchase,0
TXN98429,CUST98725,ACC98282,3374.04,2025-06-08,Debit,POS,Standard Merchant,General purchase,0
TXN98430,CUST98647,ACC98650,3924.01,2025-06-09,Credit,POS,Standard Merchant,General purchase,0
TXN98431,CUST98038,ACC98720,3379.94,2025-06-15,Transfer,ATM,Standard Merchant,General purchase,0
TXN98432,CUST98460,ACC98495,3566.17,2025-06-04,Debit,Online,Standard Merchant,General purchase,0
TXN98433,CUST98918,ACC98570,3130.06,2025-06-21,Transfer,ATM,Standard Merchant,General purchase,0
TXN98434,CUST98519,ACC98674,4965.69,2025-06-07,Credit,Online,Standard Merchant,General purchase,0
TXN98435,CUST98640,ACC98796,2978.5,2025-06-02,Credit,Branch,Standard Merchant,General purchase,0
TXN98436,CUST98228,ACC98208,2874.7,2025-06-18,Debit,ATM,Standard Merchant,General purchase,0
TXN98437,CUST98191,ACC98208,521.37,2025-06-22,Debit,POS,Standard Merchant,General purchase,0
TXN98438,CUST98395,ACC98376,2293.09,2025-06-10,Transfer,Branch,Standard Merchant,General purchase,0
TXN98439,CUST98766,ACC98293,3866.92,2025-06-22,Credit,Online,Standard Merchant,General purchase,0
TXN98440,CUST98028,ACC98720,3692.6,2025-06-20,Debit,POS,Standard Merchant,General purchase,0
TXN98441,CUST98772,ACC98983,3831.96,2025-06-20,Transfer,POS,Standard Merchant,General purchase,0
TXN98442,CUST98758,ACC98674,4243.9,2025-06-08,Credit,Branch,Standard Merchant,General purchase,0
TXN98443,CUST98389,ACC98763,4617.37,2025-06-02,Debit,Branch,Standard Merchant,General purchase,0
TXN98444,CUST98230,ACC98212,700.88,2025-06-05,Credit,ATM,Standard Merchant,General purchase,0
TXN98445,CUST98644,ACC98720,2105.98,2025-06-04,Credit,Online,Standard Merchant,General purchase,0
TXN98446,CUST98498,ACC98584,3274.1,2025-06-04,Debit,Online,Standard Merchant,General purchase,0
TXN98447,CUST98879,ACC98034,1536.53,2025-06-16,Debit,Branch,Standard Merchant,General purchase,0
TXN98448,CUST98358,ACC98349,3807.0,2025-06-10,Debit,ATM,Standard Merchant,General purchase,0
TXN98449,CUST98339,ACC98353,1905.57,2025-06-08,Transfer,Branch,Standard Merchant,General purchase,0
TXN98450,CUST98129,ACC98147,171.3,2025-06-17,Credit,ATM,Standard Merchant,General purchase,0
TXN98451,CUST98558,ACC98124,903.75,2025-06-06,Debit,Online,Standard Merchant,General purchase,0
TXN98452,CUST98756,ACC98357,4914.65,2025-06-07,Credit,Branch,Standard Merchant,General purchase,0
TXN98453,CUST98816,ACC98443,3021.19,2025-06-17,Debit,ATM,Standard Merchant,General purchase,0
TXN98454,CUST98233,ACC98651,796.73,2025-06-24,Debit,Online,Standard Merchant,General purchase,0
TXN98455,CUST98755,ACC98814,2559.64,2025-06-11,Debit,Branch,Standard Merchant,General purchase,0
TXN98456,CUST98990,ACC98279,509.61,2025-06-30,Debit,POS,Standard Merchant,General purchase,0
TXN98457,CUST98056,ACC98560,2496.72,2025-06-14,Credit,POS,Standard Merchant,General purchase,0
TXN98458,CUST98290,ACC98930,2512.15,2025-06-24,Transfer,ATM,Standard Merchant,General purchase,0
TXN98459,CUST98028,ACC98079,2914.19,2025-06-28,Debit,Branch,Standard Merchant,General purchase,0
TXN98460,CUST98799,ACC98155,13.67,2025-06-04,Credit,POS,Standard Merchant,General purchase,0
TXN98461,CUST98355,ACC98383,4599.86,2025-06-22,Transfer,POS,Standard Merchant,General purchase,0
TXN98462,CUST98053,ACC98442,4034.81,2025-06-30,Credit,Branch,Standard Merchant,General purchase,0
TXN98463,CUST98144,ACC98285,3712.11,2025-06-05,Credit,Branch,Standard Merchant,General purchase,0
TXN98464,CUST98449,ACC98644,2232.52,2025-06-19,Credit,Online,Standard Merchant,General purchase,0
TXN98465,CUST98112,ACC98661,883.03,2025-06-13,Transfer,Online,Standard Merchant,General purchase,0
TXN98466,CUST98228,ACC98038,3852.63,2025-06-18,Credit,ATM,Standard Merchant,General purchase,0
TXN98467,CUST98112,ACC98092,3983.69,2025-06-07,Debit,Online,Standard Merchant,General purchase,0
TXN98468,CUST98429,ACC98555,4580.89,2025-06-28,Debit,POS,Standard Merchant,General purchase,0
TXN98469,CUST98712,ACC98613,3874.86,2025-06-18,Debit,POS,Standard Merchant,General purchase,0
TXN98470,CUST98488,ACC98200,4263.4,2025-06-24,Credit,POS,Standard Merchant,General purchase,0
TXN98471,CUST98448,ACC98566,1094.98,2025-06-04,Debit,POS,Standard Merchant,General purchase,0
TXN98472,CUST98196,ACC98018,679.93,2025-06-13,Credit,Online,Standard Merchant,General purchase,0
TXN98473,CUST98251,ACC98481,389.95,2025-06-11,Debit,ATM,Standard Merchant,General purchase,0
TXN98474,CUST98255,ACC98665,372.82,2025-06-29,Debit,Online,Standard Merchant,General purchase,0
TXN98475,CUST98394,ACC98209,2549.81,2025-06-21,Credit,Online,Standard Merchant,General purchase,0
TXN98476,CUST98406,ACC98185,2012.52,2025-06-19,Credit,Online,Standard Merchant,General purchase,0
TXN98477,CUST98087,ACC98088,4067.75,2025-06-15,Transfer,POS,Standard Merchant,General purchase,0
TXN98478,CUST98833,ACC98429,3313.25,2025-06-03,Debit,Online,Standard Merchant,General purchase,0
TXN98479,CUST98781,ACC98428,2622.89,2025-06-14,Credit,POS,Standard Merchant,General purchase,0
TXN98480,CUST98377,ACC98130,1466.7,2025-06-06,Transfer,Online,Standard Merchant,General purchase,0
TXN98481,CUST98425,ACC98229,958.82,2025-06-03,Debit,Branch,Standard Merchant,General purchase,0
TXN98482,CUST98053,ACC98432,4482.14,2025-06-27,Credit,Online,Standard Merchant,General purchase,0
TXN98483,CUST98383,ACC98443,3563.94,2025-06-01,Debit,POS,Standard Merchant,General purchase,0
TXN98484,CUST98781,ACC98860,4141.86,2025-06-26,Credit,Branch,Standard Merchant,General purchase,0
TXN98485,CUST98387,ACC98560,2662.56,2025-06-10,Debit,Branch,Standard Merchant,General purchase,0
TXN98486,CUST98848,ACC98584,2525.41,2025-06-23,Credit,POS,Standard Merchant,General purchase,0
TXN98487,CUST98206,ACC98667,2687.46,2025-06-12,Debit,Branch,Standard Merchant,General purchase,0
TXN98488,CUST98606,ACC98302,618.63,2025-06-21,Debit,POS,Standard Merchant,General purchase,0
TXN98489,CUST98411,ACC98629,1610.54,2025-06-17,Credit,Branch,Standard Merchant,General purchase,0
TXN98490,CUST98096,ACC98340,4284.55,2025-06-12,Transfer,POS,Standard Merchant,General purchase,0
TXN98491,CUST98098,ACC98044,560.9,2025-06-06,Debit,POS,Standard Merchant,General purchase,0
TXN98492,CUST98363,ACC98036,1749.4,2025-06-28,Transfer,Online,Standard Merchant,General purchase,0
TXN98493,CUST98022,ACC98114,1319.54,2025-06-01,Transfer,POS,Standard Merchant,General purchase,0
TXN98494,CUST98629,ACC98922,1991.32,2025-06-24,Credit,ATM,Standard Merchant,General purchase,0
TXN98495,CUST98599,ACC98401,3410.67,2025-06-15,Debit,Online,Standard Merchant,General purchase,0
TXN98496,CUST98258,ACC98080,1037.77,2025-06-27,Debit,POS,Standard Merchant,General purchase,0
TXN98497,CUST98230,ACC98318,2793.14,2025-06-03,Credit,Online,Standard Merchant,General purchase,0
TXN98498,CUST98761,ACC98707,2787.81,2025-06-05,Transfer,POS,Standard Merchant,General purchase,0
TXN98499,CUST98921,ACC98523,2250.19,2025-06-04,Credit,POS,Standard Merchant,General purchase,0
TXN98500,CUST98209,ACC98629,3542.14,2025-06-16,Transfer,Branch,Standard Merchant,General purchase,0
TXN98501,CUST98811,ACC98446,2495.49,2025-06-28,Credit,Branch,Standard Merchant,General purchase,0
TXN98502,CUST98356,ACC98182,2929.06,2025-06-07,Debit,POS,Standard Merchant,General purchase,0
TXN98503,CUST98563,ACC98291,4199.65,2025-06-17,Debit,Online,Standard Merchant,General purchase,0
TXN98504,CUST98472,ACC98133,1202.54,2025-06-08,Debit,Online,Standard Merchant,General purchase,0
TXN98505,CUST98066,ACC98710,732.81,2025-06-08,Transfer,Online,Standard Merchant,General purchase,0
TXN98506,CUST98866,ACC98227,215.94,2025-06-05,Transfer,ATM,Standard Merchant,General purchase,0
TXN98507,CUST98739,ACC98583,1002.38,2025-06-29,Debit,POS,Standard Merchant,General purchase,0
TXN98508,CUST98885,ACC98696,3455.08,2025-06-28,Transfer,ATM,Standard Merchant,General purchase,0
TXN98509,CUST98767,ACC98477,4488.38,2025-06-19,Transfer,POS,Standard Merchant,General purchase,0
TXN98510,CUST98398,ACC98389,3855.96,2025-06-30,Debit,Branch,Standard Merchant,General purchase,0
TXN98511,CUST98618,ACC98885,1608.73,2025-06-25,Credit,ATM,Standard Merchant,General purchase,0
TXN98512,CUST98540,ACC98975,2308.92,2025-06-03,Debit,ATM,Standard Merchant,General purchase,0
TXN98513,CUST98955,ACC98739,821.78,2025-06-10,Credit,Branch,Standard Merchant,General purchase,0
TXN98514,CUST98074,ACC98925,3835.58,2025-06-05,Credit,Online,Standard Merchant,General purchase,0
TXN98515,CUST98130,ACC98336,986.97,2025-06-23,Credit,Branch,Standard Merchant,General purchase,0
TXN98516,CUST98376,ACC98213,2184.89,2025-06-29,Credit,ATM,Standard Merchant,General purchase,0
TXN98517,CUST98622,ACC98589,4856.41,2025-06-23,Transfer,Branch,Standard Merchant,General purchase,0
TXN98518,CUST98086,ACC981000,3429.76,2025-06-04,Credit,POS,Standard Merchant,General purchase,0
TXN98519,CUST98754,ACC98589,2400.92,2025-06-02,Debit,ATM,Standard Merchant,General purchase,0
TXN98520,CUST98959,ACC98538,3071.77,2025-06-06,Transfer,ATM,Standard Merchant,General purchase,0
TXN98521,CUST98076,ACC98644,325.0,2025-06-18,Credit,ATM,Standard Merchant,General purchase,0
TXN98522,CUST98362,ACC98801,18.6,2025-06-08,Transfer,ATM,Standard Merchant,General purchase,0
TXN98523,CUST98527,ACC98996,2380.33,2025-06-23,Transfer,Branch,Standard Merchant,General purchase,0
TXN98524,CUST98996,ACC98318,3136.06,2025-06-12,Debit,Branch,Standard Merchant,General purchase,0
TXN98525,CUST98790,ACC98051,3556.81,2025-06-18,Transfer,Branch,Standard Merchant,General purchase,0
TXN98526,CUST98085,ACC98481,4753.72,2025-06-19,Transfer,ATM,Standard Merchant,General purchase,0
TXN98527,CUST98073,ACC98316,1837.73,2025-06-16,Debit,Branch,Standard Merchant,General purchase,0
TXN98528,CUST98126,ACC98626,2488.41,2025-06-14,Credit,Online,Standard Merchant,General purchase,0
TXN98529,CUST98954,ACC98897,2237.63,2025-06-26,Transfer,Branch,Standard Merchant,General purchase,0
